Date,NVDA,NVDA_Change,INTC,INTC_Change,MSFT,MSFT_Change,AMZN,AMZN_Change,GOOGL,GOOGL_Change,TSLA,TSLA_Change,META,META_Change,CRWD,CRWD_Change,PANW,PANW_Change
2/19/2025,139.2171936,-0.121950178,25.71999931,-6.09711615,413.9400024,1.252315671,226.6300049,-0.008819331,185.0568695,0.816238415,360.5599976,1.821471428,703.7700195,-1.758864228,450.1400146,-1.146339352,205.1900024,-1.483578047
2/18/2025,139.3871765,0.396105568,27.38999939,16.05931757,408.820282,0.296264363,226.6499939,-0.887702836,183.5585938,-0.788205259,354.1099854,-0.486176654,716.3699951,-2.755642046,455.3599854,0.801344843,208.2799988,4.124381368
2/14/2025,138.8372345,2.631387788,23.60000038,-2.196430989,407.6126709,-0.513963751,228.6799927,-0.733603541,185.0169067,-0.48888627,355.8399963,-0.028096337,736.6699829,1.113152709,451.7399902,-0.447362943,200.0299988,-0.916388973
2/13/2025,135.2775574,3.164552322,24.12999916,7.339856104,409.7184753,0.366714982,230.3699951,0.629014322,185.9258728,1.377917691,355.9400024,5.773971683,728.5599976,0.4383899,453.769989,4.403742014,201.8800049,2.617805758
2/12/2025,131.1279449,-1.250002729,22.47999954,7.200764322,408.2214661,-0.583318413,228.9299927,-1.645472556,183.3987885,-0.922731138,336.5100098,2.438359137,725.3800049,0.775217725,434.6300049,0.692704599,196.7299957,0.634298532
2/11/2025,132.787796,-0.576475815,20.96999931,6.069796802,410.6166687,-0.189220135,232.7599945,-0.162994288,185.1068268,-0.616715439,328.5,-6.338211813,719.7999878,0.334536283,431.6400146,0.634151155,195.4900055,-0.463334232
2/10/2025,133.557724,2.872780828,19.77000046,3.507853733,411.3951111,0.602806605,233.1399994,1.741219987,186.2554932,0.609694531,350.730011,-3.011444134,717.4000244,0.403068466,428.9200134,1.738660109,196.3999939,1.268429114
